CreateObject(18306, 662.46, 964.78, 5938.56, 4.00, -10.00, 80.00, 400.0);
CreateObject(16233, 619.89, 882.84, 6003.68, 0.00, 0.00, 0.00, 400.0);
CreateObject(18306, 539.77, 883.69, 5936.75, 3.00, -10.00, 145.00, 400.0);
CreateObject(18306, 621.28, 797.53, 5934.12, 8.00, -10.00, 257.00, 400.0);
CreateObject(18306, 725.46, 839.32, 5933.31, 0.00, 0.00, -60.00, 400.0);
CreateObject(18306, 741.57, 876.77, 5941.52, 10.00, -10.00, -24.00, 400.0);
CreateObject(18306, 723.03, 931.78, 5937.70, 0.00, 0.00, 20.00, 400.0);
CreateObject(18306, 563.75, 832.45, 5935.04, 4.00, -10.00, 190.00, 400.0);
CreateObject(866, 626.28, 894.96, 5999.39, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 625.03, 895.28, 5998.66, 0.00, 30.00, 0.00, 400.0);
CreateObject(651, 623.71, 899.40, 5999.43, 0.00, 0.00, 90.00, 400.0);
CreateObject(16104, 660.34, 910.00, 5981.77, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 630.90, 898.34, 5999.08, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 624.25, 899.46, 5999.47, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 632.20, 899.90, 5998.97, 0.00, 0.00, 56.00, 400.0);
CreateObject(3800, 630.96, 896.19, 5999.04, 2.00, 4.00, 0.00, 400.0);
CreateObject(866, 631.09, 896.28, 5998.43, 0.00, 0.00, 0.00, 400.0);
CreateObject(17058, 652.53, 875.46, 5999.60, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 642.53, 878.03, 5997.16, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 642.53, 872.90, 5997.14, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 652.57, 878.03, 5997.16, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 652.53, 872.90, 5997.14, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 662.59, 878.03, 5997.16, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 662.57, 872.90, 5997.14, 0.00, 0.00, 0.00, 400.0);
CreateObject(18981, 654.96, 882.46, 5987.08, 0.00, 0.00, -90.00, 400.0);
CreateObject(18981, 654.45, 868.46, 5987.06, 0.00, 0.00, 90.00, 400.0);
CreateObject(14409, 664.64, 883.38, 5996.31, 0.00, 0.00, -90.00, 400.0);
CreateObject(14409, 657.65, 883.34, 5996.31, 0.00, 0.00, 90.00, 400.0);
CreateObject(18766, 661.40, 885.89, 5997.25, 0.00, 0.00, 0.00, 400.0);
CreateObject(18762, 661.19, 883.58, 5998.87, 45.00, 90.00, 90.00, 400.0);
CreateObject(18765, 671.34, 875.39, 5995.58, -20.00, 0.00, -90.00, 400.0);
CreateObject(18765, 640.15, 873.03, 5996.79, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 639.57, 873.63, 5996.50, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 640.78, 872.40, 5997.00, 0.00, 0.00, 0.00, 400.0);
CreateObject(8614, 636.63, 873.44, 6001.74, 0.00, 0.00, -90.00, 400.0);
CreateObject(3799, 651.46, 876.63, 6002.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(3798, 654.02, 876.90, 6003.08, 0.00, 0.00, 0.00, 400.0);
CreateObject(3798, 643.15, 873.78, 6002.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 647.03, 875.21, 6002.97, 0.00, 0.00, 45.00, 400.0);
CreateObject(3798, 663.46, 873.90, 6002.99, 0.00, 0.00, -10.00, 400.0);
CreateObject(3798, 662.59, 877.59, 6002.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(18751, 635.28, 867.40, 5993.25, 0.00, 2.00, 90.00, 400.0);
CreateObject(866, 645.15, 866.28, 5999.52, 0.00, 0.00, 6.00, 400.0);
CreateObject(747, 648.45, 864.14, 5998.79, 0.00, 30.00, -40.00, 400.0);
CreateObject(865, 637.84, 882.65, 5998.10, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 636.78, 881.40, 5998.60, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 635.09, 881.78, 5997.14, 0.00, 30.00, 0.00, 400.0);
CreateObject(866, 660.34, 899.46, 5996.85, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 651.88, 883.53, 5997.85, 0.00, 0.00, 45.00, 400.0);
CreateObject(747, 651.71, 896.53, 5996.85, 0.00, 30.00, 0.00, 400.0);
CreateObject(866, 650.03, 896.51, 5997.68, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 660.84, 890.38, 5997.02, 0.00, 0.00, 0.00, 400.0);
CreateObject(18765, 669.65, 878.01, 5994.41, 0.00, 0.00, 0.00, 400.0);
CreateObject(3798, 668.58, 881.38, 5996.91, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 671.00, 882.27, 5996.91, 0.00, 0.00, -20.00, 400.0);
CreateObject(3800, 672.34, 882.13, 5996.91, 0.00, 0.00, 10.00, 400.0);
CreateObject(3800, 672.34, 882.13, 5997.97, 0.00, 0.00, 10.00, 400.0);
CreateObject(866, 660.59, 890.46, 5997.18, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 663.34, 886.71, 5997.02, 0.00, 0.00, 0.00, 400.0);
CreateObject(12957, 615.96, 881.64, 6000.14, 0.00, 0.00, -10.00, 400.0);
CreateObject(866, 614.34, 881.71, 5999.06, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 624.65, 902.40, 5998.68, 0.00, 20.00, -70.00, 400.0);
CreateObject(866, 626.51, 903.03, 5999.24, 0.00, 0.00, 0.00, 400.0);
CreateObject(651, 641.40, 908.28, 5998.27, 0.00, 0.00, 270.00, 400.0);
CreateObject(865, 641.59, 908.21, 5998.02, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 643.34, 901.40, 5998.04, 1.00, 4.00, 10.00, 400.0);
CreateObject(3798, 645.90, 903.28, 5997.83, 2.00, 2.00, 40.00, 400.0);
CreateObject(866, 645.25, 907.25, 5997.54, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 646.96, 863.03, 5999.35, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 647.59, 862.50, 5999.22, 0.00, 0.00, 40.00, 400.0);
CreateObject(866, 632.00, 859.34, 5999.20, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 633.65, 858.78, 5998.85, 0.00, 20.00, 180.00, 400.0);
CreateObject(3800, 638.95, 877.40, 6003.14, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 638.95, 877.40, 6004.20, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 640.34, 876.90, 6002.97, 0.00, 0.00, 25.00, 400.0);
CreateObject(3800, 646.71, 877.46, 6002.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 645.71, 877.46, 6002.97, 0.00, 0.00, 0.00, 400.0);
CreateObject(3800, 647.90, 877.40, 6002.97, 0.00, 0.00, 10.00, 400.0);
CreateObject(3800, 666.34, 875.64, 6003.10, 0.00, 0.00, -15.00, 400.0);
CreateObject(12957, 670.88, 866.65, 5998.54, 3.00, 6.00, 100.00, 400.0);
CreateObject(866, 670.20, 869.78, 5997.33, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 667.90, 870.03, 5997.75, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 671.38, 856.76, 5998.39, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 676.71, 851.27, 5998.47, 0.00, 0.00, 66.00, 400.0);
CreateObject(866, 677.09, 851.71, 5998.54, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 673.00, 856.96, 5998.49, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 673.44, 853.03, 5997.77, 0.00, 30.00, 90.00, 400.0);
CreateObject(8653, 654.08, 858.21, 6000.25, 0.00, 0.00, 90.00, 400.0);
CreateObject(8649, 654.08, 858.15, 6000.50, 0.00, 0.00, 270.00, 400.0);
CreateObject(18981, 656.77, 858.14, 5987.41, 0.00, 0.00, 90.00, 400.0);
CreateObject(866, 656.15, 905.46, 5997.43, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 657.00, 904.14, 5997.33, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 657.84, 901.78, 5996.43, 0.00, 30.00, 20.00, 400.0);
CreateObject(651, 648.53, 897.26, 5997.66, 0.00, 0.00, 45.00, 400.0);
CreateObject(17033, 598.02, 914.09, 5999.43, 0.00, 0.00, 0.00, 400.0);
CreateObject(17033, 593.59, 925.34, 6000.04, 0.00, 0.00, 180.00, 400.0);
CreateObject(747, 590.65, 932.09, 5999.99, 0.00, 30.00, 90.00, 400.0);
CreateObject(866, 590.03, 935.02, 5999.91, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 588.44, 938.84, 5998.31, 3.00, 86.00, 115.00, 400.0);
CreateObject(747, 589.09, 940.44, 5997.41, 0.00, 0.00, 0.00, 400.0);
CreateObject(747, 588.78, 938.03, 5998.54, 0.00, 0.00, -90.00, 400.0);
CreateObject(13590, 600.90, 904.28, 6002.54, -3.00, -4.00, 180.00, 400.0);
CreateObject(12957, 609.35, 897.89, 6001.08, 0.00, 0.00, -14.00, 400.0);
CreateObject(866, 601.90, 884.90, 6000.20, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 609.46, 875.96, 6000.10, 0.00, 0.00, 0.00, 400.0);
CreateObject(680, 609.14, 881.84, 5999.70, 0.00, 0.00, 0.00, 400.0);
CreateObject(651, 610.40, 874.70, 6000.24, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 612.08, 865.20, 5999.22, 0.00, 0.00, 0.00, 400.0);
CreateObject(651, 648.07, 844.61, 6000.79, 0.00, 0.00, 0.00, 400.0);
CreateObject(651, 620.65, 845.32, 5999.39, 0.00, 0.00, 0.00, 400.0);
CreateObject(866, 620.90, 842.71, 5999.31, 0.00, 0.00, 0.00, 400.0);
CreateObject(865, 618.90, 846.78, 5999.33, 0.00, 0.00, 0.00, 400.0);
